,sent_text,target,argument,label
521,"The areas surrounding the springs were desert oases : sprawling collections of grasses , trees , and wildlife .",surrounding,areas,figure
522,"The areas surrounding the springs were desert oases : sprawling collections of grasses , trees , and wildlife .",surrounding,springs,figures
523,"Signs of even more advancement appeared halfway through the first millennium a.d. , when the Anasazi Indians inhabited the valley .",inhabited,Anasazi,resident
524,"Signs of even more advancement appeared halfway through the first millennium a.d. , when the Anasazi Indians inhabited the valley .",inhabited,valley,location
525,"Far more progressive than the Archaics , the Anasazi utilized such formal agricultural techniques as irrigation to assist their harvest .",utilized,Anasazi,agent
526,"Far more progressive than the Archaics , the Anasazi utilized such formal agricultural techniques as irrigation to assist their harvest .",utilized,harvest,purpose
527,This permitted the Anasazi to achieve a benchmark of advanced society -- the ability to live in permanent shelters year-round without need to follow wildlife .,live,shelters,location
528,This permitted the Anasazi to achieve a benchmark of advanced society -- the ability to live in permanent shelters year-round without need to follow wildlife .,live,Anasazi,resident
529,This permitted the Anasazi to achieve a benchmark of advanced society -- the ability to live in permanent shelters year-round without need to follow wildlife .,follow,wildlife,cotheme
530,This permitted the Anasazi to achieve a benchmark of advanced society -- the ability to live in permanent shelters year-round without need to follow wildlife .,follow,Anasazi,theme
531,"Mysteriously , the Anasazi vanished from the valley around a.d. 1150 , leaving it to be repopulated by the Southern Paiutes , another hunter-gatherer tribe .",vanished,Anasazi,theme
532,"Mysteriously , the Anasazi vanished from the valley around a.d. 1150 , leaving it to be repopulated by the Southern Paiutes , another hunter-gatherer tribe .",vanished,valley,source
533,"It was not until 1829 that Rafael Rivera , a Mexican scout , found a spring -fed valley and dubbed it Las Vegas -- a Spanish name that leaves many modern visitors wondering exactly where `` the meadows '' really lay .",dubbed,it,entity
534,"It was not until 1829 that Rafael Rivera , a Mexican scout , found a spring -fed valley and dubbed it Las Vegas -- a Spanish name that leaves many modern visitors wondering exactly where `` the meadows '' really lay .",dubbed,Las,name
535,"It was not until 1829 that Rafael Rivera , a Mexican scout , found a spring -fed valley and dubbed it Las Vegas -- a Spanish name that leaves many modern visitors wondering exactly where `` the meadows '' really lay .",leaves,Las,cause
536,"It was not until 1829 that Rafael Rivera , a Mexican scout , found a spring -fed valley and dubbed it Las Vegas -- a Spanish name that leaves many modern visitors wondering exactly where `` the meadows '' really lay .",leaves,visitors,affected
537,"In 1844 , American explorer John C. Fremont parked his horses at Big Springs , and his report to the government resulted in a mail route leading past the spot on its way to California .",parked,horses,theme
538,"In 1844 , American explorer John C. Fremont parked his horses at Big Springs , and his report to the government resulted in a mail route leading past the spot on its way to California .",parked,Big,goal
539,This put Las Vegas on the map and was one of the crucial turning points of its history .,put,Las,theme
540,This put Las Vegas on the map and was one of the crucial turning points of its history .,put,map,goal
541,"In 1855 , Mormon leader Brigham Young responded to promising reports of Las Vegas by sending 30 missionary settlers to the valley ; they eventually built a fort not far from today 's Downtown .",built,they,agent
542,"In 1855 , Mormon leader Brigham Young responded to promising reports of Las Vegas by sending 30 missionary settlers to the valley ; they eventually built a fort not far from today 's Downtown .",built,fort,created_entity
543,Additional pressures from arriving miners pushed the missionaries ' plight beyond recovery .,pushed,missionaries,theme
544,Additional pressures from arriving miners pushed the missionaries ' plight beyond recovery .,pushed,recovery,goal
545,"Their supplies scarce , their harvest meager , and their spirit broken , they abandoned the fort in 1858 .",abandoned,they,agent
546,"Their supplies scarce , their harvest meager , and their spirit broken , they abandoned the fort in 1858 .",abandoned,fort,theme
547,"Despite the fact that the local land was rich in silver , by 1865 most of the mining traffic through Las Vegas was of prospectors headed to California or Northern Nevada in search of gold .",headed,search,purpose
548,"Despite the fact that the local land was rich in silver , by 1865 most of the mining traffic through Las Vegas was of prospectors headed to California or Northern Nevada in search of gold .",headed,prospectors,self_mover
549,"Bestowed with plenty of the invaluable pioneer spirit that characterizes Las Vegas to this day , Gass redirected his life by picking up where the Mormons left off -- at least when it came to ranching and farming .",characterizes,Las,entity
550,"Bestowed with plenty of the invaluable pioneer spirit that characterizes Las Vegas to this day , Gass redirected his life by picking up where the Mormons left off -- at least when it came to ranching and farming .",characterizes,day,duration
551,"Bestowed with plenty of the invaluable pioneer spirit that characterizes Las Vegas to this day , Gass redirected his life by picking up where the Mormons left off -- at least when it came to ranching and farming .",redirected,Gass,agent
552,"Bestowed with plenty of the invaluable pioneer spirit that characterizes Las Vegas to this day , Gass redirected his life by picking up where the Mormons left off -- at least when it came to ranching and farming .",redirected,life,theme
553,"Gass took over the abandoned Mormon fort and 640 acres ( 260 hectares ) surrounding it , dubbing it the Las Vegas Ranch .",dubbing,it,entity
554,"Gass took over the abandoned Mormon fort and 640 acres ( 260 hectares ) surrounding it , dubbing it the Las Vegas Ranch .",dubbing,Las,name
555,"Gass took over the abandoned Mormon fort and 640 acres ( 260 hectares ) surrounding it , dubbing it the Las Vegas Ranch .",dubbing,Gass,speaker
556,He expanded the ranch and irrigated the land so that it would support crops and cattle .,expanded,He,agent
557,He expanded the ranch and irrigated the land so that it would support crops and cattle .,expanded,ranch,item
558,He expanded the ranch and irrigated the land so that it would support crops and cattle .,support,it,supporter
559,He expanded the ranch and irrigated the land so that it would support crops and cattle .,support,crops,supported
560,"True to wild-West stereotypes , Stewart was slain by a neighboring farmer , leaving his strong-willed wife , Helen , to assume the duties of the ranch .",slain,Stewart,victim
561,"True to wild-West stereotypes , Stewart was slain by a neighboring farmer , leaving his strong-willed wife , Helen , to assume the duties of the ranch .",slain,farmer,killer
562,"Through 1905 , Helen Stewart expanded the ranch to 2000 acres ( 810 hectares ) , making quite a bit of money in the process .",expanded,Helen,agent
563,"Through 1905 , Helen Stewart expanded the ranch to 2000 acres ( 810 hectares ) , making quite a bit of money in the process .",expanded,ranch,item
564,"Through 1905 , Helen Stewart expanded the ranch to 2000 acres ( 810 hectares ) , making quite a bit of money in the process .",making,bit,earnings
565,"Through 1905 , Helen Stewart expanded the ranch to 2000 acres ( 810 hectares ) , making quite a bit of money in the process .",making,Helen,earner
566,"Through 1905 , Helen Stewart expanded the ranch to 2000 acres ( 810 hectares ) , making quite a bit of money in the process .",making,process,containing_event
567,"Though the two cities remained unlinked by rail , this was about to change quickly .",remained,cities,entity
568,"Though the two cities remained unlinked by rail , this was about to change quickly .",remained,rail,state
569,"When it did , the Las Vegas Valley ( which at the time had a non-native population of less than 30 ) would change as well .",had,time,time
570,"When it did , the Las Vegas Valley ( which at the time had a non-native population of less than 30 ) would change as well .",had,Las,topical_entity
571,Stewart sold 99.5 percent of her ranch to the railroad .,sold,Stewart,seller
572,Stewart sold 99.5 percent of her ranch to the railroad .,sold,percent,goods
573,Stewart sold 99.5 percent of her ranch to the railroad .,sold,railroad,buyer
574,"With rail service in place and forty blocks of private property , it was ready to become a real town .",become,it,entity
575,"With rail service in place and forty blocks of private property , it was ready to become a real town .",become,town,final_category
576,"From the beginning , Las Vegas was built to serve travelers .",built,Las,created_entity
577,"From the beginning , Las Vegas was built to serve travelers .",built,travelers,purpose
578,"From the beginning , Las Vegas was built to serve travelers .",built,beginning,period_of_iterations
579,"Growth continued for ten years , and by 1915 the town had telephones , round-the-clock electricity , and a growing population -- many of whom worked in the railroad repair shop .",continued,Growth,event
580,"Growth continued for ten years , and by 1915 the town had telephones , round-the-clock electricity , and a growing population -- many of whom worked in the railroad repair shop .",continued,years,duration
581,"Growth continued for ten years , and by 1915 the town had telephones , round-the-clock electricity , and a growing population -- many of whom worked in the railroad repair shop .",had,town,owner
582,"Growth continued for ten years , and by 1915 the town had telephones , round-the-clock electricity , and a growing population -- many of whom worked in the railroad repair shop .",had,telephones,possession
583,But such heady progress would soon come to a halt .,come,progress,theme
584,But such heady progress would soon come to a halt .,come,halt,goal
585,These unfortunate circumstances threatened to relegate Las Vegas to the status of a small desert community that could no longer support its 3000 residents .,support,residents,supported
586,These unfortunate circumstances threatened to relegate Las Vegas to the status of a small desert community that could no longer support its 3000 residents .,support,desert,supporter
587,"But the southwest 's growing need for water , combined with Las Vegas 's fortuitous proximity to the Colorado River , would give Las Vegas a second chance to achieve prosperity .",achieve,prosperity,goal
588,"But the southwest 's growing need for water , combined with Las Vegas 's fortuitous proximity to the Colorado River , would give Las Vegas a second chance to achieve prosperity .",achieve,Las,agent
589,"Providing an influx of $165 million to the southwestern economy , Hoover Dam played a major role in preventing Las Vegas from drying up , both financially and literally .",played,role,role
590,"Providing an influx of $165 million to the southwestern economy , Hoover Dam played a major role in preventing Las Vegas from drying up , both financially and literally .",played,Hoover,performer
591,"Providing an influx of $165 million to the southwestern economy , Hoover Dam played a major role in preventing Las Vegas from drying up , both financially and literally .",preventing,Las,event
592,"Providing an influx of $165 million to the southwestern economy , Hoover Dam played a major role in preventing Las Vegas from drying up , both financially and literally .",preventing,Hoover,potential_hindrance
593,"Not only did it create jobs , but it also created Lake Mead , the massive reservoir that today provides water to all of southern Nevada .",create,it,cause
594,"Not only did it create jobs , but it also created Lake Mead , the massive reservoir that today provides water to all of southern Nevada .",create,jobs,effect
595,"Not only did it create jobs , but it also created Lake Mead , the massive reservoir that today provides water to all of southern Nevada .",provides,today,time
596,"Not only did it create jobs , but it also created Lake Mead , the massive reservoir that today provides water to all of southern Nevada .",provides,water,theme
597,"Not only did it create jobs , but it also created Lake Mead , the massive reservoir that today provides water to all of southern Nevada .",provides,Nevada,recipient
598,"The state legislature helped as well , by legalizing gambling in 1931 and thus solidifying the future of the town , though legislators and residents could never have known this at the time .",solidifying,state,agent
599,"The state legislature helped as well , by legalizing gambling in 1931 and thus solidifying the future of the town , though legislators and residents could never have known this at the time .",solidifying,future,patient
600,"The state legislature helped as well , by legalizing gambling in 1931 and thus solidifying the future of the town , though legislators and residents could never have known this at the time .",known,time,time
601,"The state legislature helped as well , by legalizing gambling in 1931 and thus solidifying the future of the town , though legislators and residents could never have known this at the time .",known,legislators,cognizer
602,"While the mob was running the casinos , promoters were busily selling Las Vegas as a glamorous Hollywood in the desert .",running,casinos,system
603,"While the mob was running the casinos , promoters were busily selling Las Vegas as a glamorous Hollywood in the desert .",running,mob,operator
604,"Emerging stars , no longer content with playing small nightclubs , came to Las Vegas with dreams of making it big .",came,Las,goal
605,"Emerging stars , no longer content with playing small nightclubs , came to Las Vegas with dreams of making it big .",came,stars,theme
606,"As a result , more casinos emerged along the Strip .",emerged,casinos,entity
607,"As a result , more casinos emerged along the Strip .",emerged,Strip,place
608,"There was no longer any question : when you wanted some unbridled adult fun , Las Vegas was the place to be .",wanted,you,experiencer
609,"There was no longer any question : when you wanted some unbridled adult fun , Las Vegas was the place to be .",wanted,adult,event
610,"Though Las Vegas had developed a powerful local economy , few major outside investments were made in the city , due primarily to mob infiltration and its inherent ties to illegal activities .",developed,Las,agent
611,"Though Las Vegas had developed a powerful local economy , few major outside investments were made in the city , due primarily to mob infiltration and its inherent ties to illegal activities .",developed,economy,project
612,"A legitimate businessman , Hughes was nonetheless eccentric and dramatic , a style suited to the Las Vegas ethos .",suited,style,evaluee
613,"A legitimate businessman , Hughes was nonetheless eccentric and dramatic , a style suited to the Las Vegas ethos .",suited,Las,purpose
614,"Several weeks later he was asked -- then ordered -- to vacate the room to make room for high rollers , whereupon he promptly bought the property and fired the management .",vacate,he,self_mover
615,"Several weeks later he was asked -- then ordered -- to vacate the room to make room for high rollers , whereupon he promptly bought the property and fired the management .",vacate,room,source
616,"Several weeks later he was asked -- then ordered -- to vacate the room to make room for high rollers , whereupon he promptly bought the property and fired the management .",bought,he,buyer
617,"Several weeks later he was asked -- then ordered -- to vacate the room to make room for high rollers , whereupon he promptly bought the property and fired the management .",bought,property,goods
618,"Thus began Hughes ' legendary three-year , $300-million Las Vegas buying spree .",buying,Las,goods
619,"Thus began Hughes ' legendary three-year , $300-million Las Vegas buying spree .",buying,Hughes,buyer
620,"Because of the new legitimacy Las Vegas acquired from Hughes ' investments , established companies such as Hilton Hotels bought into the gaming business , and their influence helped draw a line in the desert sand between legitimate operations and mob casinos , where illegal skimming of profits was rampant .",acquired,Hughes,source
621,"Because of the new legitimacy Las Vegas acquired from Hughes ' investments , established companies such as Hilton Hotels bought into the gaming business , and their influence helped draw a line in the desert sand between legitimate operations and mob casinos , where illegal skimming of profits was rampant .",acquired,Las,recipient
622,"Because of the new legitimacy Las Vegas acquired from Hughes ' investments , established companies such as Hilton Hotels bought into the gaming business , and their influence helped draw a line in the desert sand between legitimate operations and mob casinos , where illegal skimming of profits was rampant .",acquired,legitimacy,theme
623,"In the mid-1980s , Wynn began plans to reinvigorate Las Vegas with a new resort .",reinvigorate,Wynn,agent
624,"In the mid-1980s , Wynn began plans to reinvigorate Las Vegas with a new resort .",reinvigorate,Las,entity
625,"In the mid-1980s , Wynn began plans to reinvigorate Las Vegas with a new resort .",reinvigorate,resort,means
626,He bought several Strip properties -- the Silver Slipper and Castaways among them -- and demolished them to make way for a new kind of resort -- Mirage -- which became an instant success .,bought,He,buyer
627,He bought several Strip properties -- the Silver Slipper and Castaways among them -- and demolished them to make way for a new kind of resort -- Mirage -- which became an instant success .,bought,Strip,goods
628,He bought several Strip properties -- the Silver Slipper and Castaways among them -- and demolished them to make way for a new kind of resort -- Mirage -- which became an instant success .,demolished,them,patient
629,He bought several Strip properties -- the Silver Slipper and Castaways among them -- and demolished them to make way for a new kind of resort -- Mirage -- which became an instant success .,demolished,He,destroyer
630,He bought several Strip properties -- the Silver Slipper and Castaways among them -- and demolished them to make way for a new kind of resort -- Mirage -- which became an instant success .,became,success,final_category
631,He bought several Strip properties -- the Silver Slipper and Castaways among them -- and demolished them to make way for a new kind of resort -- Mirage -- which became an instant success .,became,Mirage,entity
632,"This trend has led to many more demolitions , including the Dunes ( replaced by Bellagio ) , Aladdin ( the new Aladdin ) and Sands ( Venetian ) hotels .",led,trend,cause
633,"This trend has led to many more demolitions , including the Dunes ( replaced by Bellagio ) , Aladdin ( the new Aladdin ) and Sands ( Venetian ) hotels .",led,demolitions,effect
634,"As evidence of the `` ever-faster '' nature of the city , by the middle of the 1990s the new approach showed signs of backlash , with many visitors criticizing the mediocrity of the Las Vegas experience .",showed,approach,entity
635,"As evidence of the `` ever-faster '' nature of the city , by the middle of the 1990s the new approach showed signs of backlash , with many visitors criticizing the mediocrity of the Las Vegas experience .",showed,signs,phenomenon
636,"As it changed from mob gambling town to corporate gaming venue , the population of Las Vegas skyrocketed .",changed,it,entity
637,"As it changed from mob gambling town to corporate gaming venue , the population of Las Vegas skyrocketed .",changed,gaming,final_category
638,"As it changed from mob gambling town to corporate gaming venue , the population of Las Vegas skyrocketed .",changed,mob,initial_category
639,"Recent business projections for Las Vegas predict challenges ; tourism revenues must increase substantially to sustain what is already built , while actual figures show visitation as steady or declining .",show,figures,support
640,"Recent business projections for Las Vegas predict challenges ; tourism revenues must increase substantially to sustain what is already built , while actual figures show visitation as steady or declining .",show,visitation,proposition
641,The growth that has characterized Las Vegas for nearly a century may be facing a roadblock .,characterized,growth,feature
642,The growth that has characterized Las Vegas for nearly a century may be facing a roadblock .,characterized,Las,entity
643,The growth that has characterized Las Vegas for nearly a century may be facing a roadblock .,characterized,century,duration
644,"Still , the future of Las Vegas is sure to be determined as much by the pioneering spirit that built the city as by anything else .",built,city,created_entity
645,"Still , the future of Las Vegas is sure to be determined as much by the pioneering spirit that built the city as by anything else .",built,pioneering,agent
646,"Inevitably , some people will get burned in the process , but others will rise triumphantly from the fray to even greater successes .",rise,others,theme
647,"Inevitably , some people will get burned in the process , but others will rise triumphantly from the fray to even greater successes .",rise,fray,source
648,"Inevitably , some people will get burned in the process , but others will rise triumphantly from the fray to even greater successes .",rise,successes,goal
649,"There 's no question that , if they 're true , they ... could lead to impeachment proceedings . ''",lead,proceedings,effect
650,"There 's no question that , if they 're true , they ... could lead to impeachment proceedings . ''",lead,they,cause
651,Stephanopoulos wants to run for the Senate and does n't want to seem a Clinton stooge .,wants,Stephanopoulos,experiencer
652,Stephanopoulos wants to run for the Senate and does n't want to seem a Clinton stooge .,wants,Senate,event
653,Stephanopoulos wants to run for the Senate and does n't want to seem a Clinton stooge .,want,Stephanopoulos,experiencer
654,Stephanopoulos wants to run for the Senate and does n't want to seem a Clinton stooge .,want,Clinton,event
655,Stephanopoulos wants to run for the Senate and does n't want to seem a Clinton stooge .,seem,Stephanopoulos,phenomenon
656,Stephanopoulos wants to run for the Senate and does n't want to seem a Clinton stooge .,seem,Clinton,inference
657,"By lending credence to the Lewinsky charges , and treating Clinton 's familiar defenses as the lies and half-lies they seem to be , Stephanopoulos shows he 's not a fool .",seem,they,phenomenon
658,"By lending credence to the Lewinsky charges , and treating Clinton 's familiar defenses as the lies and half-lies they seem to be , Stephanopoulos shows he 's not a fool .",seem,lies,inference
659,"By lending credence to the Lewinsky charges , and treating Clinton 's familiar defenses as the lies and half-lies they seem to be , Stephanopoulos shows he 's not a fool .",shows,he,proposition
660,"By lending credence to the Lewinsky charges , and treating Clinton 's familiar defenses as the lies and half-lies they seem to be , Stephanopoulos shows he 's not a fool .",shows,Stephanopoulos,support
661,The trouble is that Stephanopoulos himself helped propagate those lies in the first place .,helped,Stephanopoulos,helper
662,The trouble is that Stephanopoulos himself helped propagate those lies in the first place .,helped,lies,goal
663,"During the 1992 campaign , when Gennifer Flowers first brought Clinton 's philandering to public attention , Stephanopoulos -- as Clinton 's chief spinner , distracter , and all-around bullshit artist -- played a crucial role in discrediting Flowers and anyone else who tried to point out the truth , namely that Clinton had a disturbing zipper problem .",had,Clinton,topical_entity
664,"During the 1992 campaign , when Gennifer Flowers first brought Clinton 's philandering to public attention , Stephanopoulos -- as Clinton 's chief spinner , distracter , and all-around bullshit artist -- played a crucial role in discrediting Flowers and anyone else who tried to point out the truth , namely that Clinton had a disturbing zipper problem .",had,zipper,entity
665,"Early in the film , with the Flowers crisis in full bloom , Sam Donaldson interviews Stephanopoulos , who blames it all on the `` Republican attack machine . ''",blames,it,reason
666,"Early in the film , with the Flowers crisis in full bloom , Sam Donaldson interviews Stephanopoulos , who blames it all on the `` Republican attack machine . ''",blames,Stephanopoulos,communicator
667,Donaldson suggests that on 60 Minutes Clinton had admitted to infidelity .,admitted,infidelity,information
668,Donaldson suggests that on 60 Minutes Clinton had admitted to infidelity .,admitted,Clinton,speaker
669,Donaldson suggests that on 60 Minutes Clinton had admitted to infidelity .,admitted,Minutes,containing_event
670,"`` He said he had problems in his marriage , '' says Stephanopoulos , correcting Donaldson 's deviation from the pre-scripted fudge-phrase of the day .",had,he,topical_entity
671,"`` He said he had problems in his marriage , '' says Stephanopoulos , correcting Donaldson 's deviation from the pre-scripted fudge-phrase of the day .",had,problems,entity
672,"( Today , of course , the president 's defenders claim that Clinton admitted infidelity on 60 Minutes and that the fully informed voters simply did n't care . )",claim,president,speaker
673,"( Today , of course , the president 's defenders claim that Clinton admitted infidelity on 60 Minutes and that the fully informed voters simply did n't care . )",claim,Today,time
674,"( Today , of course , the president 's defenders claim that Clinton admitted infidelity on 60 Minutes and that the fully informed voters simply did n't care . )",admitted,infidelity,information
675,"( Today , of course , the president 's defenders claim that Clinton admitted infidelity on 60 Minutes and that the fully informed voters simply did n't care . )",admitted,Clinton,speaker
676,"( Today , of course , the president 's defenders claim that Clinton admitted infidelity on 60 Minutes and that the fully informed voters simply did n't care . )",admitted,Minutes,containing_event
677,Stephanopoulos skillfully bullies and cajoles him into keeping quiet .,cajoles,Stephanopoulos,manipulator
678,Stephanopoulos skillfully bullies and cajoles him into keeping quiet .,cajoles,him,victim
679,`` You would be laughed at ... '' he tells the caller .,tells,he,speaker
680,`` You would be laughed at ... '' he tells the caller .,tells,caller,addressee
681,`` I guarantee you that if you do this you 'll never work in Democratic politics again .,work,you,employee
682,`` I guarantee you that if you do this you 'll never work in Democratic politics again .,work,politics,field
683,`` I guarantee you that if you do this you 'll never work in Democratic politics again .,work,you,circumstances
684,... Nobody will believe you and people will think you 're scum . '',believe,Nobody,cognizer
685,... Nobody will believe you and people will think you 're scum . '',believe,you,information_source
686,... Nobody will believe you and people will think you 're scum . '',think,people,cognizer
687,... Nobody will believe you and people will think you 're scum . '',think,you,opinion
688,"It 's as if Roy Cohn went on television in the mid- '50s to soberly rue the damage wreaked by Sen . Joe McCarthy , without any apology for his own role .",wreaked,damage,effect
689,"It 's as if Roy Cohn went on television in the mid- '50s to soberly rue the damage wreaked by Sen . Joe McCarthy , without any apology for his own role .",wreaked,Sen,actor
690,"If Clinton , as is now increasingly clear , was a time bomb waiting to explode , then Stephanopoulos helped smuggle him into the White House and muffled the ticking .",smuggle,Stephanopoulos,perpetrator
691,"If Clinton , as is now increasingly clear , was a time bomb waiting to explode , then Stephanopoulos helped smuggle him into the White House and muffled the ticking .",smuggle,him,goods
692,"If Clinton , as is now increasingly clear , was a time bomb waiting to explode , then Stephanopoulos helped smuggle him into the White House and muffled the ticking .",smuggle,White,goal
693,You and I have done some important work together .,done,You,agent
694,You and I have done some important work together .,done,work,act
695,We 've helped people break free of the welfare cycle .,helped,We,helper
696,We 've helped people break free of the welfare cycle .,helped,people,benefited_party
697,We 've expanded Goodwill 's proven methods to towns and neighborhoods where they are needed most .,expanded,We,agent
698,We 've expanded Goodwill 's proven methods to towns and neighborhoods where they are needed most .,expanded,Goodwill,item
699,You have helped make Goodwill 's work possible with your previous support .,make,You,agent
700,You have helped make Goodwill 's work possible with your previous support .,make,Goodwill,entity
701,You have helped make Goodwill 's work possible with your previous support .,make,support,means
702,Goodwill has devised the programs that turned your investment into results .,turned,programs,agent
703,Goodwill has devised the programs that turned your investment into results .,turned,investment,initial_category
704,Goodwill has devised the programs that turned your investment into results .,turned,results,final_category
705,"When you and I help somebody find a job , one more person joins the ranks of tax payers , fewer tax dollars are spent on public assistance and businesses gain another consumer .",help,you,helper
706,"When you and I help somebody find a job , one more person joins the ranks of tax payers , fewer tax dollars are spent on public assistance and businesses gain another consumer .",help,somebody,benefited_party
707,"When you and I help somebody find a job , one more person joins the ranks of tax payers , fewer tax dollars are spent on public assistance and businesses gain another consumer .",help,job,goal
708,"When you and I help somebody find a job , one more person joins the ranks of tax payers , fewer tax dollars are spent on public assistance and businesses gain another consumer .",find,somebody,perceiver
709,"When you and I help somebody find a job , one more person joins the ranks of tax payers , fewer tax dollars are spent on public assistance and businesses gain another consumer .",find,job,sought_entity
710,"When you and I help somebody find a job , one more person joins the ranks of tax payers , fewer tax dollars are spent on public assistance and businesses gain another consumer .",joins,person,new_member
711,"When you and I help somebody find a job , one more person joins the ranks of tax payers , fewer tax dollars are spent on public assistance and businesses gain another consumer .",joins,ranks,group
712,"When you and I help somebody find a job , one more person joins the ranks of tax payers , fewer tax dollars are spent on public assistance and businesses gain another consumer .",gain,businesses,recipient
713,"When you and I help somebody find a job , one more person joins the ranks of tax payers , fewer tax dollars are spent on public assistance and businesses gain another consumer .",gain,consumer,theme
714,And there are a lot of people who face these challenges every day of their lives .,face,people,agent
715,And there are a lot of people who face these challenges every day of their lives .,face,challenges,issue
716,And there are a lot of people who face these challenges every day of their lives .,face,day,frequency
717,Everyone benefits from the work we do together .,do,we,agent
718,Everyone benefits from the work we do together .,do,work,act
719,"As the double-decker boats get ready to leave the pier , bells ring , the gangplank is raised , deckhands in blue sailor suits man the hawsers , and a couple of hundred commuters begin a seven - minute sightseeing tour .",get,double-decker,agent
720,"As the double-decker boats get ready to leave the pier , bells ring , the gangplank is raised , deckhands in blue sailor suits man the hawsers , and a couple of hundred commuters begin a seven - minute sightseeing tour .",get,pier,activity
721,"As the double-decker boats get ready to leave the pier , bells ring , the gangplank is raised , deckhands in blue sailor suits man the hawsers , and a couple of hundred commuters begin a seven - minute sightseeing tour .",leave,pier,source
722,"As the double-decker boats get ready to leave the pier , bells ring , the gangplank is raised , deckhands in blue sailor suits man the hawsers , and a couple of hundred commuters begin a seven - minute sightseeing tour .",leave,double-decker,theme
723,"It ferries commuters from the Mid-Levels apartment complexes downhill from 6 to 10 am , and uphill from 10 am to midnight .",ferries,It,carrier
724,"It ferries commuters from the Mid-Levels apartment complexes downhill from 6 to 10 am , and uphill from 10 am to midnight .",ferries,commuters,theme
725,"It ferries commuters from the Mid-Levels apartment complexes downhill from 6 to 10 am , and uphill from 10 am to midnight .",ferries,midnight,period_of_iterations
726,"Just east of the Star Ferry terminal , you 'll come to City Hall .",come,you,theme
727,"Just east of the Star Ferry terminal , you 'll come to City Hall .",come,City,goal
728,"Two bronze lions , carrying out feng shui principles , guard its doors .",carrying,lions,agent
729,"Two bronze lions , carrying out feng shui principles , guard its doors .",carrying,shui,act
730,"In 1904 , the narrow , double-decker trams ran along the waterfront , but land reclamation has placed them far inland .",placed,them,theme
731,"In 1904 , the narrow , double-decker trams ran along the waterfront , but land reclamation has placed them far inland .",placed,inland,goal
732,"In 1904 , the narrow , double-decker trams ran along the waterfront , but land reclamation has placed them far inland .",placed,land,cause
733,"Note the stained glass windows in the Quiet Chapel , designed by Joseph Edward Nuttgens in the late 1950s .",designed,Joseph,cognizer
734,"Note the stained glass windows in the Quiet Chapel , designed by Joseph Edward Nuttgens in the late 1950s .",designed,1950s,time
735,"The park 's 10.5 hectares ( 25 acres ) of landscaped gardens and lakes contains a large greenhouse that holds many species of plants , and an aviary of exotic birds .",holds,greenhouse,container
736,"The park 's 10.5 hectares ( 25 acres ) of landscaped gardens and lakes contains a large greenhouse that holds many species of plants , and an aviary of exotic birds .",holds,species,contents
737,"If you leave the park and walk up Cotton Tree Drive , you will find the Peak Tram terminal .",leave,you,theme
738,"If you leave the park and walk up Cotton Tree Drive , you will find the Peak Tram terminal .",leave,park,source
739,"If you leave the park and walk up Cotton Tree Drive , you will find the Peak Tram terminal .",walk,Cotton,path
740,"If you leave the park and walk up Cotton Tree Drive , you will find the Peak Tram terminal .",walk,you,self_mover
741,"If you leave the park and walk up Cotton Tree Drive , you will find the Peak Tram terminal .",find,you,perceiver
742,"If you leave the park and walk up Cotton Tree Drive , you will find the Peak Tram terminal .",find,Peak,sought_entity
743,"The Peak Tram starts its scenic climb just across the street and around the corner from the American Consulate in Garden Road and makes its way , sometimes at a startlingly steep incline , to the summit at 398 m ( 1,305 ft ) .",starts,Peak,agent
744,"The Peak Tram starts its scenic climb just across the street and around the corner from the American Consulate in Garden Road and makes its way , sometimes at a startlingly steep incline , to the summit at 398 m ( 1,305 ft ) .",starts,climb,activity
745,Passengers crane their necks for dizzying glimpses of the harbor .,crane,Passengers,agent
746,Passengers crane their necks for dizzying glimpses of the harbor .,crane,necks,body_part
747,"During the spring and autumn festivals , when people traditionally seek out the hilltops , the throngs are so large you would be better advised to try another time .",seek,hilltops,sought_entity
748,"During the spring and autumn festivals , when people traditionally seek out the hilltops , the throngs are so large you would be better advised to try another time .",seek,people,cognizer_agent
749,"During the spring and autumn festivals , when people traditionally seek out the hilltops , the throngs are so large you would be better advised to try another time .",try,time,time
750,"During the spring and autumn festivals , when people traditionally seek out the hilltops , the throngs are so large you would be better advised to try another time .",try,you,agent
751,"At the upper terminus there is a four - level shopping center , the Peak Galleria , and the Peak Tower , which resembles an airport control tower and has shops , entertainment , and restaurants .",resembles,airport,entity_2
752,"At the upper terminus there is a four - level shopping center , the Peak Galleria , and the Peak Tower , which resembles an airport control tower and has shops , entertainment , and restaurants .",resembles,Peak,entity_1
753,"You can walk around the peak for impressive views of Hong Kong , the coastline , and the islands in 45 minutes on Lugard and Harlech roads .",walk,You,self_mover
754,"You can walk around the peak for impressive views of Hong Kong , the coastline , and the islands in 45 minutes on Lugard and Harlech roads .",walk,peak,direction
755,"You can walk around the peak for impressive views of Hong Kong , the coastline , and the islands in 45 minutes on Lugard and Harlech roads .",walk,minutes,duration
756,"You can walk around the peak for impressive views of Hong Kong , the coastline , and the islands in 45 minutes on Lugard and Harlech roads .",walk,Lugard,path
757,In the very early morning the park is taken over by people doing tai-chi exercises .,doing,people,agent
